ID;Codigo;Genero;Estrato;Edad;Estado_civil;Jornada;Nivel_formacion;Sede;Codigo_programa;Esfuerzo_Semestre;Financiamiento;T_desempleo;Inflaccion;Semestre;Clase
11;574730;Femenino;2;35;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;574779;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;574844;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575153;Femenino;2;26;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;575176;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575207;Masculino;1;35;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575234;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575242;Masculino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575295;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575311;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575317;Femenino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575337;Masculino;3;34;Casado;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575542;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575560;Femenino;3;26;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575566;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;575676;Masculino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;576026;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;576108;Femenino;3;29;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;576206;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;576411;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;576843;Masculino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;576865;Femenino;1;28;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;576879;Femenino;1;27;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;577177;Masculino;3;24;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;577191;Femenino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;578576;Masculino;1;45;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;578906;Masculino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;579124;Femenino;1;26;Union libre;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;579322;Masculino;1;29;Union libre;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;580542;Masculino;2;34;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;580681;Masculino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;580857;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;580960;Masculino;3;29;Casado;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581079;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581082;Femenino;2;24;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581103;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581123;Masculino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581158;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581163;Masculino;2;43;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581280;Femenino;1;28;Casado;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581745;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;581749;Femenino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582070;Femenino;1;24;Casado;Distancia;Pregrado;CT FRESNO;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;582086;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582232;Femenino;2;49;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582233;Masculino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;582301;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582306;Masculino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582322;Femenino;2;27;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;582360;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582372;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582470;Femenino;1;39;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;582500;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;582811;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583047;Femenino;4;37;Casado;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583081;Femenino;4;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583086;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583089;Masculino;4;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583098;Femenino;2;41;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583104;Masculino;3;28;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583304;Femenino;3;31;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;583731;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583792;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583857;Masculino;3;45;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583889;Femenino;3;43;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;583946;Femenino;3;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;583954;Masculino;3;33;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;584005;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;584626;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;584931;Femenino;2;28;Soltero;Distancia;Pregrado;CT LERIDA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;585069;Femenino;1;25;Union libre;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585121;Femenino;2;40;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585295;Femenino;2;38;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585324;Femenino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585328;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585364;Masculino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585712;Femenino;2;25;Divorciado;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585836;Femenino;3;25;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;585909;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586069;Femenino;2;26;Casado;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;586416;Masculino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586422;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;586497;Masculino;2;31;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586519;Femenino;2;40;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586534;Femenino;2;39;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586620;Femenino;1;29;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586677;Masculino;1;24;Soltero;Distancia;Pregrado;CT FRESNO;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;586730;Femenino;2;45;Soltero;Distancia;Pregrado;CT LERIDA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;586889;Masculino;4;25;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587149;Femenino;1;27;Soltero;Distancia;Pregrado;CT FRESNO;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587347;Femenino;2;27;Union libre;Distancia;Pregrado;CR IBAGUE;CSOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587666;Femenino;3;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587811;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587814;Masculino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587821;Femenino;3;38;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;587826;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587897;Masculino;3;31;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;587976;Femenino;2;32;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588024;Masculino;2;30;Casado;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;588393;Femenino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588423;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588485;Femenino;2;45;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588572;Femenino;2;28;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588597;Femenino;2;28;Divorciado;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588622;Femenino;1;29;Union libre;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588815;Femenino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;588820;Femenino;2;31;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;588873;Masculino;1;35;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589059;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;589085;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589091;Femenino;2;27;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589101;Masculino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589109;Femenino;2;26;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589111;Femenino;2;40;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589115;Femenino;3;36;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589148;Femenino;3;28;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;12.35;2.4;20172;Continuo
11;589149;Masculino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589227;Femenino;2;26;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589252;Femenino;2;55;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589276;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589301;Femenino;2;34;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589484;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589588;Masculino;3;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589599;Femenino;2;30;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589601;Femenino;4;25;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589616;Femenino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589620;Femenino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589621;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589624;Masculino;2;37;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589635;Femenino;3;25;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589639;Masculino;2;25;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589641;Femenino;3;30;Casado;Distancia;Pregrado;CT LA DORADA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589661;Femenino;2;32;Soltero;Distancia;Pregrado;CT LERIDA;PSID;3;Sin Credito;12.35;2.4;20172;Continuo
11;589849;Masculino;1;27;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589873;Femenino;1;27;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589889;Femenino;1;32;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;589903;Masculino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590149;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590208;Femenino;1;37;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590231;Femenino;2;29;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590336;Masculino;3;29;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590357;Femenino;2;40;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;3;Sin Credito;12.35;2.4;20172;Continuo
11;590434;Femenino;2;31;Soltero;Distancia;Pregrado;CT FRESNO;COPD;3;Sin Credito;12.35;2.4;20172;Continuo
12;407315;Femenino;1;26;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;438960;Masculino;3;36;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;439675;Femenino;1;27;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;446178;Femenino;1;22;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;476052;Masculino;2;32;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;492027;Masculino;3;34;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506314;Femenino;2;24;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506436;Femenino;1;29;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506440;Femenino;2;30;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506454;Femenino;1;28;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506460;Femenino;1;36;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506465;Masculino;1;28;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506486;Femenino;2;23;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506501;Femenino;1;32;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506510;Femenino;2;38;Union libre;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506517;Femenino;1;44;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506605;Femenino;1;23;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506608;Femenino;2;25;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;506612;Femenino;1;25;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;507579;Femenino;1;32;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;507728;Femenino;1;22;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;507765;Femenino;2;23;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;507916;Masculino;2;39;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;508277;Masculino;2;36;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;509342;Femenino;2;23;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;509409;Femenino;1;24;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;510527;Femenino;2;25;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;510535;Masculino;1;26;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;510608;Femenino;2;35;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;511068;Femenino;2;33;Soltero;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;511434;Femenino;2;46;Casado;Distancia;Pregrado;CT LA DORADA;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;300436;Masculino;3;25;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;2;Con Credito;12.35;2.4;20172;Continuo
12;279911;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;284719;Femenino;3;36;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;288778;Masculino;3;27;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;2;Sin Credito;12.35;2.4;20172;Continuo
12;290068;Femenino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;292194;Masculino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;292489;Femenino;1;34;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;292947;Femenino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;294491;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;2;Sin Credito;12.35;2.4;20172;Continuo
12;295696;Masculino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;296497;Femenino;2;28;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;262420;Femenino;1;36;Casado;Distancia;Licenciatura;CR IBAGUE;LPID;2;Con Credito;12.35;2.4;20172;Continuo
12;262822;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;275659;Masculino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;2;Sin Credito;12.35;2.4;20172;Continuo
12;276987;Femenino;2;32;Casado;Distancia;Pregrado;CR IBAGUE;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;277170;Femenino;2;38;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;268136;Femenino;1;44;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;268307;Femenino;3;36;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;269144;Masculino;3;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;2;Sin Credito;12.35;2.4;20172;Continuo
12;270978;Masculino;2;23;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;271150;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;271794;Femenino;2;25;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;272662;Femenino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;273006;Masculino;2;25;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;273390;Masculino;2;26;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;2;Sin Credito;12.35;2.4;20172;Continuo
12;274799;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;617074;Masculino;1;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;617089;Femenino;3;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
12;617103;Masculino;2;39;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;2;Sin Credito;12.35;2.4;20172;Continuo
