"id	Genero	Est_socioeconomico	Estado_civil	Edad	Jornada	Nivel_formacion	Esfuerzo_periodo	Sede	Codigo_programa	Financiamiento	T_desempleo	Inflaccion	Clase	Semestre"
"26	Femenino	2	Soltero	28	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Casado	37	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	1	Casado	23	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Casado	25	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	24	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Casado	22	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Casado	21	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Casado	29	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	30	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	36	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	25	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Union libre	21	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Casado	31	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Soltero	22	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	23	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	22	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	30	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Soltero	31	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	33	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	32	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	30	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Union libre	25	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	23	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	26	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	1	Soltero	22	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	28	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	23	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Soltero	25	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	24	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Union libre	24	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	24	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	26	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	35	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	34	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	23	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	30	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	38	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Soltero	37	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	22	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	20	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Union libre	37	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Soltero	32	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Casado	28	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	2	Soltero	28	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	39	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	20	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	36	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	35	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	3	Union libre	45	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	31	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	1	Soltero	24	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Masculino	3	Soltero	19	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	EGFI	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Union libre	59	Distancia	Pregrado	11	CR IBAGUE	EGFI	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Soltero	30	Distancia	Pregrado	11	CR IBAGUE	EGFI	Sin Credito	17	3.37	Titulado	20191"
"26	Femenino	2	Union libre	39	Distancia	Pregrado	11	CR IBAGUE	EGFI	Sin Credito	17	3.37	Titulado	20191"
"36	Femenino	2	Soltero	38	Distancia	Pregrado	3	CR IBAGUE	AEMD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	35	Distancia	Pregrado	13	CR IBAGUE	ADFU	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	37	Distancia	Pregrado	11	CT FRESNO	AEMD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	25	Distancia	Pregrado	3	CR IBAGUE	AEMD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	28	Distancia	Pregrado	10	CR IBAGUE	PSID	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	31	Distancia	Pregrado	5	CR IBAGUE	ASST	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	23	Distancia	Pregrado	9	CT LA DORADA	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	26	Distancia	Pregrado	3	CR IBAGUE	ASST	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	24	Distancia	Pregrado	8	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	27	Distancia	Pregrado	10	CR IBAGUE	PSID	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	31	Distancia	Pregrado	10	CR IBAGUE	CSOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	30	Distancia	Pregrado	13	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	26	Distancia	Pregrado	9	CT LA DORADA	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	28	Distancia	Pregrado	12	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	43	Distancia	Pregrado	13	CR IBAGUE	PSID	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Casado	22	Distancia	Pregrado	13	CR IBAGUE	CSOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Casado	25	Distancia	Pregrado	13	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Union libre	23	Distancia	Pregrado	13	CR IBAGUE	AEMD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Casado	23	Distancia	Pregrado	12	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	24	Distancia	Pregrado	13	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	33	Distancia	Pregrado	14	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Casado	28	Distancia	Pregrado	11	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Casado	28	Distancia	Pregrado	10	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	34	Distancia	Pregrado	4	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	42	Distancia	Pregrado	3	CR IBAGUE	ASST	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	37	Distancia	Pregrado	9	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	26	Distancia	Pregrado	3	CR IBAGUE	AEMD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	24	Distancia	Pregrado	13	CR IBAGUE	PSID	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Casado	29	Distancia	Pregrado	4	CR IBAGUE	PSID	Con Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Casado	37	Distancia	Pregrado	6	CR IBAGUE	ASOD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	35	Distancia	Pregrado	11	CR IBAGUE	COPD	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Casado	36	Distancia	Licenciatura	4	CR IBAGUE	LEID	Con Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	11	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	27	Distancia	Pregrado	13	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	31	Distancia	Pregrado	11	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	3	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	35	Distancia	Licenciatura	14	CR IBAGUE	LPID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	33	Distancia	Pregrado	14	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	42	Distancia	Pregrado	12	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	12	CT LERIDA	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	24	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	24	Distancia	Pregrado	11	CT FRESNO	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	24	Distancia	Pregrado	9	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	25	Distancia	Pregrado	3	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	42	Distancia	Licenciatura	3	CR IBAGUE	LEID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	42	Distancia	Pregrado	5	CT LERIDA	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	31	Distancia	Pregrado	9	CT LERIDA	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	30	Distancia	Pregrado	3	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Casado	32	Distancia	Pregrado	3	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	23	Distancia	Pregrado	10	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	25	Distancia	Pregrado	5	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	24	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Union libre	22	Distancia	Pregrado	3	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	27	Distancia	Pregrado	11	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	13	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	13	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	30	Distancia	Licenciatura	12	CR IBAGUE	LPID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	27	Distancia	Pregrado	10	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	36	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Union libre	27	Distancia	Pregrado	3	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	29	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	22	Distancia	Pregrado	9	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	24	Distancia	Pregrado	13	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	13	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	26	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Casado	21	Distancia	Pregrado	4	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	22	Distancia	Pregrado	13	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Union libre	22	Distancia	Pregrado	12	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	30	Distancia	Pregrado	13	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Casado	31	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	34	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	33	Distancia	Pregrado	9	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	32	Distancia	Pregrado	11	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	1	Soltero	22	Distancia	Pregrado	4	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	30	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Casado	32	Distancia	Pregrado	12	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	25	Distancia	Pregrado	3	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	29	Distancia	Pregrado	12	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	23	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	20	Distancia	Pregrado	3	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	23	Distancia	Pregrado	7	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	26	Distancia	Pregrado	12	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Union libre	32	Distancia	Pregrado	12	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	21	Distancia	Pregrado	8	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	22	Distancia	Pregrado	10	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	23	Distancia	Pregrado	11	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	30	Distancia	Pregrado	3	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	27	Distancia	Pregrado	5	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	12	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Casado	21	Distancia	Pregrado	12	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	42	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	25	Distancia	Pregrado	11	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	41	Distancia	Pregrado	10	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	24	Distancia	Pregrado	12	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Casado	21	Distancia	Pregrado	12	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	33	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	26	Distancia	Pregrado	12	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	29	Distancia	Pregrado	11	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Pregrado	3	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	35	Distancia	Pregrado	3	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	34	Distancia	Pregrado	11	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	20	Distancia	Pregrado	11	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	4	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	22	Distancia	Pregrado	10	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	26	Distancia	Pregrado	3	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	27	Distancia	Pregrado	10	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	21	Distancia	Pregrado	11	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	22	Distancia	Pregrado	10	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	37	Distancia	Licenciatura	3	CR IBAGUE	LEID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	22	Distancia	Pregrado	4	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	20	Distancia	Pregrado	5	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	37	Distancia	Pregrado	7	CR IBAGUE	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	22	Distancia	Pregrado	4	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	32	Distancia	Pregrado	8	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	38	Distancia	Pregrado	9	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	42	Distancia	Pregrado	11	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	29	Distancia	Pregrado	8	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	28	Distancia	Pregrado	7	CT LERIDA	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	28	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	32	Distancia	Pregrado	11	CR IBAGUE	CSOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	39	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	36	Distancia	Licenciatura	11	CR IBAGUE	LPID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	44	Distancia	Pregrado	11	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	31	Distancia	Pregrado	11	CT MARIQUITA	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	1	Soltero	21	Distancia	Pregrado	8	CT LA DORADA	PSID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	24	Distancia	Pregrado	10	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	19	Distancia	Pregrado	9	CR IBAGUE	CSOD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	35	Distancia	Licenciatura	3	CR IBAGUE	LEID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Casado	20	Distancia	Pregrado	10	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	20	Distancia	Pregrado	10	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	20	Distancia	Pregrado	10	CR IBAGUE	COPD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Soltero	23	Distancia	Pregrado	10	CR IBAGUE	CSOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	2	Divorciado	34	Distancia	Pregrado	10	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	21	Distancia	Pregrado	8	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	19	Distancia	Pregrado	9	CR IBAGUE	ASOD	Sin Credito	17	3.37	Desercion	20191"
"36	Masculino	3	Soltero	21	Distancia	Pregrado	4	CR IBAGUE	ASST	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	19	Distancia	Pregrado	10	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	25	Distancia	Licenciatura	9	CR IBAGUE	LPID	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Soltero	19	Distancia	Pregrado	10	CR IBAGUE	AEMD	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	3	Soltero	22	Distancia	Pregrado	10	CR IBAGUE	ADFU	Sin Credito	17	3.37	Desercion	20191"
"36	Femenino	2	Union libre	19	Distancia	Pregrado	8	CR IBAGUE	CSOD	Sin Credito	17	3.37	Desercion	20191"
